transaction_id,user_id,merchant_id,transaction_date,amount,currency,status,is_international,is_online,fraud
1844,170,28,2024-01-01 20:39:47,19.12,USD,approved,False,False,0
3250,80,80,2024-01-01 20:49:38,49.21,USD,approved,True,True,0
1080,168,51,2024-01-01 20:57:59,39.96,EUR,approved,False,False,0
964,44,23,2024-01-01 21:03:04,169.38,GBP,approved,True,False,0
2256,138,54,2024-01-01 21:13:18,50.33,EUR,approved,True,True,0
4870,140,51,2024-01-01 21:42:54,36.1,USD,approved,False,False,0
2975,4,11,2024-01-01 21:59:08,12.86,USD,approved,True,False,0
1922,108,37,2024-01-01 22:13:03,186.79,USD,approved,False,True,0
2992,128,2,2024-01-01 22:21:14,15.9,USD,approved,False,True,0
4009,38,1,2024-01-01 22:29:10,44.17,USD,declined,False,True,0
1250,196,16,2024-01-01 22:29:56,67.41,JPY,approved,False,True,0
1372,69,7,2024-01-01 22:31:16,12.89,EUR,approved,False,True,0
3159,134,75,2024-01-01 22:33:23,24.3,GBP,pending,False,False,0
3057,161,49,2024-01-01 22:54:31,42.27,USD,approved,False,False,0
3978,198,24,2024-01-01 22:56:18,73.3,USD,approved,False,True,0
1188,120,78,2024-01-01 23:25:45,24.11,USD,approved,True,False,0
4495,62,47,2024-01-01 23:31:22,65.0,JPY,approved,False,False,0
4406,179,28,2024-01-01 23:37:35,18.33,USD,approved,False,False,0
3959,20,34,2024-01-01 23:38:41,22.71,USD,approved,False,False,0
356,199,66,2024-01-01 23:43:39,86.68,EUR,approved,False,True,0
3247,154,33,2024-01-01 23:56:20,32.07,JPY,approved,False,False,0
2978,180,80,2024-01-02 00:13:50,26.71,USD,approved,False,False,0
1519,99,16,2024-01-02 00:19:40,13.99,GBP,approved,False,False,0
4813,106,28,2024-01-02 00:32:42,57.9,USD,approved,True,True,0
2418,53,36,2024-01-02 00:48:56,20.15,USD,approved,False,True,0
1483,58,76,2024-01-02 00:55:19,69.96,GBP,pending,False,True,0
3143,91,33,2024-01-02 01:11:03,25.23,USD,approved,False,False,0
2540,99,51,2024-01-02 01:11:21,32.49,GBP,approved,False,True,1
1790,151,60,2024-01-02 01:41:03,34.05,USD,approved,False,True,0
4677,112,66,2024-01-02 01:42:59,81.41,USD,approved,False,False,0
3911,47,19,2024-01-02 01:45:32,23.14,USD,approved,False,True,0
4595,124,36,2024-01-02 03:55:27,49.81,EUR,approved,True,False,0
3639,17,61,2024-01-02 03:57:37,39.59,USD,approved,False,False,0
2361,130,5,2024-01-02 04:11:06,20.91,GBP,declined,True,True,0
1804,52,67,2024-01-02 04:18:27,32.33,JPY,approved,False,False,0
3711,72,20,2024-01-02 04:28:36,41.62,USD,pending,False,False,0
357,31,56,2024-01-02 04:28:49,42.59,JPY,approved,False,True,0
60,137,51,2024-01-02 04:39:09,61.97,EUR,approved,False,True,0
4454,142,65,2024-01-02 05:00:31,41.75,USD,approved,False,True,0
3533,13,26,2024-01-02 05:26:58,27.32,GBP,approved,True,True,0
3391,51,80,2024-01-02 05:31:15,26.45,GBP,approved,False,False,0
998,73,79,2024-01-02 05:39:50,14.44,USD,approved,True,True,0
3502,129,28,2024-01-02 05:51:44,52.96,USD,approved,False,False,0
746,73,2,2024-01-02 06:06:01,68.18,USD,declined,False,True,0
1873,121,80,2024-01-02 06:58:39,20.41,EUR,approved,False,True,0
4305,134,37,2024-01-02 07:09:49,33.47,USD,declined,False,True,0
4528,19,41,2024-01-02 07:12:13,44.19,EUR,approved,False,False,0
4269,9,57,2024-01-02 07:12:54,30.97,USD,approved,False,True,0
4038,123,62,2024-01-02 07:35:05,37.95,USD,reversed,False,False,0
3202,183,24,2024-01-02 07:50:05,45.28,USD,approved,True,False,0
2822,167,41,2024-01-02 08:09:40,18.97,USD,approved,False,True,0
4980,122,9,2024-01-02 08:12:50,10.85,GBP,approved,False,False,0
2164,183,64,2024-01-02 08:41:16,34.39,EUR,approved,False,False,0
4965,189,53,2024-01-02 08:49:19,15.11,EUR,approved,True,True,0
4036,7,24,2024-01-02 08:54:02,108.05,USD,approved,False,True,0
4717,178,50,2024-01-02 08:55:46,79.92,USD,approved,False,True,0
2373,13,48,2024-01-02 09:13:59,45.46,EUR,approved,False,True,0
1013,50,53,2024-01-02 09:20:29,14.56,USD,approved,False,False,0
962,82,50,2024-01-02 09:58:12,53.23,EUR,approved,False,True,0
1757,70,43,2024-01-02 10:11:11,11.25,EUR,approved,False,True,0
3296,160,56,2024-01-02 10:20:54,28.87,USD,approved,False,True,0
915,119,42,2024-01-02 10:24:22,48.7,EUR,approved,False,True,0
3609,124,59,2024-01-02 10:33:22,48.03,USD,approved,False,True,0
3282,151,32,2024-01-02 10:43:30,62.87,GBP,approved,False,True,0
5000,100,50,2024-01-02 11:13:51,43.25,USD,reversed,True,True,0
2891,30,18,2024-01-02 11:29:25,32.75,USD,approved,False,False,0
374,75,20,2024-01-02 11:34:44,89.34,JPY,approved,False,False,0
2852,79,45,2024-01-02 11:41:30,84.81,USD,approved,False,True,0
3373,62,53,2024-01-02 11:57:15,30.39,USD,approved,False,False,0
4329,10,36,2024-01-02 12:13:09,40.39,GBP,approved,False,False,0
2147,36,72,2024-01-02 12:24:11,19.53,EUR,approved,False,True,0
1144,169,78,2024-01-02 12:30:08,61.3,USD,approved,False,True,0
412,46,38,2024-01-02 12:34:49,31.71,USD,approved,False,True,0
206,54,37,2024-01-02 12:56:55,28.34,GBP,approved,False,True,0
4613,158,7,2024-01-02 12:59:50,128.82,USD,approved,False,False,0
3505,4,13,2024-01-02 13:43:59,46.0,USD,approved,True,True,0
4637,165,80,2024-01-02 14:02:15,33.71,GBP,approved,False,True,0
3175,199,2,2024-01-02 14:34:03,241.74,USD,approved,False,True,0
183,100,51,2024-01-02 14:47:54,15.02,USD,approved,False,True,0
969,185,16,2024-01-02 14:48:59,45.9,JPY,approved,False,True,0
2197,59,25,2024-01-02 15:31:26,44.43,GBP,approved,False,False,0
739,148,18,2024-01-02 16:03:29,68.35,USD,approved,False,True,0
4546,151,1,2024-01-02 17:16:27,16.87,USD,approved,False,True,0
4489,133,45,2024-01-02 17:16:37,147.6,USD,approved,True,True,0
2422,152,70,2024-01-02 17:36:12,47.33,EUR,approved,True,False,0
2483,37,38,2024-01-02 17:51:38,20.02,USD,approved,False,True,0
2548,117,66,2024-01-02 18:12:31,23.57,GBP,reversed,False,True,0
4635,21,58,2024-01-02 18:45:06,63.98,USD,approved,False,False,0
2137,109,46,2024-01-02 19:17:16,59.98,EUR,approved,False,False,0
861,194,42,2024-01-02 19:17:30,50.21,JPY,approved,True,True,0
2110,57,24,2024-01-02 19:19:55,23.8,JPY,approved,False,False,0
4976,161,16,2024-01-02 19:26:20,24.82,EUR,approved,True,False,0
1706,172,4,2024-01-02 19:36:43,21.54,USD,approved,False,False,0
3056,96,54,2024-01-02 19:43:43,15.41,GBP,approved,False,True,0
231,93,11,2024-01-02 20:00:57,49.4,GBP,approved,False,True,0
723,170,55,2024-01-02 20:31:53,28.46,USD,approved,False,False,0
4340,101,22,2024-01-02 20:36:13,21.54,EUR,approved,False,True,0
4083,154,15,2024-01-02 20:41:15,30.68,USD,approved,False,True,0
463,150,57,2024-01-02 20:54:34,107.68,USD,approved,False,True,0
3443,92,25,2024-01-02 21:01:32,149.69,USD,approved,False,True,0
3873,173,65,2024-01-02 21:10:48,18.38,GBP,approved,False,True,0
834,29,20,2024-01-02 21:28:30,99.27,USD,approved,False,False,0
1724,147,28,2024-01-02 21:45:01,50.29,EUR,approved,False,True,0
191,137,59,2024-01-02 22:18:45,15.36,USD,reversed,False,True,1
2797,175,70,2024-01-02 22:26:48,37.66,GBP,approved,False,False,0
2068,182,14,2024-01-02 22:31:54,28.3,USD,approved,False,False,0
847,32,10,2024-01-02 22:34:11,51.57,EUR,declined,False,False,0
3952,44,53,2024-01-02 23:14:47,147.49,USD,approved,False,True,0
3451,95,46,2024-01-02 23:45:36,47.24,JPY,approved,False,True,0
3754,54,58,2024-01-02 23:47:17,93.46,USD,approved,True,True,0
4693,199,48,2024-01-02 23:56:46,159.44,JPY,pending,False,False,1
1499,94,25,2024-01-03 00:23:33,61.96,EUR,approved,False,False,0
532,34,76,2024-01-03 00:25:07,12.55,USD,approved,False,True,0
4778,150,32,2024-01-03 00:45:51,44.17,JPY,approved,False,False,0
493,151,15,2024-01-03 00:58:41,62.75,USD,declined,False,True,0
2952,102,17,2024-01-03 01:01:49,33.01,JPY,approved,False,False,0
252,99,34,2024-01-03 01:18:35,153.06,USD,approved,True,True,0
877,108,74,2024-01-03 01:31:26,12.43,GBP,approved,False,True,0
3429,156,45,2024-01-03 02:43:37,52.3,EUR,approved,False,True,0
4926,19,39,2024-01-03 03:07:03,14.98,JPY,pending,False,True,0
2362,151,60,2024-01-03 03:13:10,43.91,USD,approved,False,True,0
2112,135,64,2024-01-03 03:44:07,7.64,USD,approved,False,True,0
1403,60,25,2024-01-03 03:46:08,46.02,USD,approved,False,False,0
3871,10,1,2024-01-03 04:23:59,36.22,EUR,approved,False,True,0
2486,73,69,2024-01-03 04:30:37,34.08,EUR,approved,True,True,0
4191,86,11,2024-01-03 05:12:04,28.24,EUR,approved,False,False,0
925,50,73,2024-01-03 06:08:14,38.07,EUR,approved,False,False,0
648,108,77,2024-01-03 06:34:38,67.66,USD,approved,False,True,0
3094,49,20,2024-01-03 06:35:59,20.17,USD,approved,False,True,0
3541,147,41,2024-01-03 06:44:40,33.63,JPY,declined,False,True,0
4702,12,17,2024-01-03 06:52:35,18.88,USD,approved,False,True,0
684,192,35,2024-01-03 06:58:24,26.64,EUR,declined,False,True,0
1222,111,25,2024-01-03 07:12:24,35.92,USD,declined,False,False,0
839,3,23,2024-01-03 07:20:30,126.71,USD,approved,False,True,0
4890,97,43,2024-01-03 07:28:47,37.62,EUR,approved,True,True,0
2447,155,12,2024-01-03 07:46:39,13.76,USD,approved,False,False,0
800,89,34,2024-01-03 07:48:21,29.29,USD,approved,False,True,0
3859,66,23,2024-01-03 08:04:15,18.86,USD,approved,False,True,0
1552,171,66,2024-01-03 08:20:56,110.87,USD,approved,False,False,1
637,48,21,2024-01-03 08:23:46,66.34,GBP,approved,True,False,0
2625,185,71,2024-01-03 08:57:55,64.76,JPY,approved,False,True,1
348,188,38,2024-01-03 09:11:36,75.45,USD,approved,False,True,0
1772,76,55,2024-01-03 09:13:25,125.54,GBP,approved,False,True,0
1502,53,78,2024-01-03 09:18:45,28.22,USD,pending,True,True,0
66,66,56,2024-01-03 09:43:22,28.57,GBP,approved,False,False,0
3097,35,27,2024-01-03 10:23:47,31.65,USD,declined,False,True,0
2063,30,79,2024-01-03 10:25:27,65.52,EUR,approved,False,True,0
3835,29,76,2024-01-03 10:37:15,37.39,USD,approved,True,True,0
1089,131,32,2024-01-03 10:40:24,25.68,EUR,approved,True,True,0
4512,105,44,2024-01-03 10:54:48,60.95,GBP,approved,False,True,0
2316,1,34,2024-01-03 11:52:28,63.89,USD,approved,False,True,1
613,157,52,2024-01-03 12:08:17,146.02,GBP,approved,True,True,0
10,19,23,2024-01-03 12:18:34,52.38,USD,approved,False,False,0
4953,157,5,2024-01-03 12:22:52,138.43,USD,approved,False,False,1
352,9,41,2024-01-03 12:41:10,61.99,JPY,approved,False,False,0
1710,43,40,2024-01-03 12:53:48,38.69,USD,approved,False,True,0
3016,92,13,2024-01-03 13:00:58,72.81,USD,approved,False,True,0
2538,100,53,2024-01-03 13:02:20,35.51,USD,approved,False,True,0
3963,132,71,2024-01-03 13:12:42,66.53,USD,approved,True,True,0
634,76,23,2024-01-03 13:20:57,102.53,EUR,approved,False,False,0
4415,99,41,2024-01-03 14:00:27,19.75,EUR,declined,False,False,0
1860,148,66,2024-01-03 14:21:58,107.67,USD,approved,False,True,0
507,107,9,2024-01-03 14:53:33,32.36,USD,approved,True,False,0
135,159,59,2024-01-03 15:16:46,17.43,USD,approved,True,True,1
2929,38,75,2024-01-03 15:40:36,58.1,GBP,approved,False,True,0
2217,91,49,2024-01-03 15:47:55,43.78,USD,approved,False,True,0
4109,103,28,2024-01-03 15:56:32,13.55,USD,approved,False,True,0
2550,26,64,2024-01-03 16:03:52,56.39,EUR,approved,False,False,0
3012,102,15,2024-01-03 16:18:49,28.11,EUR,approved,False,True,0
3648,121,5,2024-01-03 16:39:20,20.56,USD,approved,False,False,0
903,44,8,2024-01-03 16:41:23,32.69,USD,approved,False,True,0
283,135,67,2024-01-03 17:22:34,28.74,USD,approved,False,False,0
3367,125,28,2024-01-03 17:51:48,39.44,USD,approved,False,False,0
2381,36,55,2024-01-03 18:00:53,32.69,USD,approved,False,True,0
3358,176,53,2024-01-03 18:30:27,40.63,USD,approved,False,True,0
1278,155,63,2024-01-03 18:32:17,50.97,USD,approved,True,True,0
436,25,80,2024-01-03 19:00:43,81.74,EUR,approved,False,True,1
4642,7,58,2024-01-03 19:27:02,22.01,JPY,approved,False,True,0
2390,175,61,2024-01-03 19:38:11,64.4,EUR,approved,False,True,0
3736,41,48,2024-01-03 19:47:55,22.72,USD,approved,True,False,0
1944,7,36,2024-01-03 19:53:43,18.79,USD,reversed,False,True,0
2259,1,12,2024-01-03 19:58:31,31.32,USD,declined,False,False,0
737,147,24,2024-01-03 20:01:25,47.16,USD,approved,False,False,0
1195,106,26,2024-01-03 20:18:39,21.31,GBP,approved,False,True,0
1890,90,71,2024-01-03 20:56:24,9.76,GBP,approved,False,True,0
4644,14,22,2024-01-03 21:24:35,6.88,GBP,approved,False,False,0
3077,22,43,2024-01-03 21:38:10,53.62,USD,approved,False,False,0
3046,177,26,2024-01-03 21:51:42,31.3,USD,approved,False,True,0
4371,112,27,2024-01-03 21:59:22,78.6,EUR,approved,False,True,0
1974,69,55,2024-01-03 22:07:20,41.29,USD,approved,False,True,0
2619,132,21,2024-01-03 22:10:22,29.5,USD,declined,False,False,0
4416,89,35,2024-01-03 22:19:20,48.23,USD,approved,True,True,0
1329,136,7,2024-01-03 22:25:04,95.45,EUR,approved,False,True,1
4212,143,26,2024-01-03 22:38:50,54.74,JPY,approved,False,True,0
276,97,17,2024-01-03 22:40:47,40.4,JPY,approved,True,True,0
4743,86,43,2024-01-03 22:45:34,33.15,GBP,approved,True,True,0
4039,62,79,2024-01-03 22:56:19,21.46,EUR,declined,False,False,0
3522,67,77,2024-01-03 23:25:32,20.41,JPY,approved,False,True,0
2179,126,32,2024-01-03 23:26:12,59.51,USD,approved,False,False,0
3454,70,49,2024-01-03 23:27:00,50.34,EUR,declined,False,False,0
3351,32,11,2024-01-03 23:30:17,58.05,USD,approved,False,True,0
1908,33,3,2024-01-03 23:45:32,102.05,USD,approved,False,False,0
370,155,23,2024-01-04 00:02:07,14.26,EUR,approved,False,True,0
1141,177,26,2024-01-04 00:27:00,41.78,USD,approved,False,False,0
2903,173,27,2024-01-04 00:37:11,27.59,EUR,approved,False,True,0
113,112,80,2024-01-04 00:39:55,22.67,EUR,approved,True,True,0
3486,6,39,2024-01-04 00:59:49,50.7,USD,approved,False,True,0
1997,111,28,2024-01-04 01:00:27,52.85,USD,approved,False,False,0
3095,182,28,2024-01-04 02:38:43,25.38,USD,approved,False,True,0
4753,162,64,2024-01-04 03:11:16,15.96,EUR,approved,False,True,0
930,116,21,2024-01-04 03:15:29,22.76,USD,approved,False,False,0
944,95,53,2024-01-04 03:34:23,27.3,EUR,approved,True,True,0
414,27,72,2024-01-04 04:30:14,39.17,USD,approved,False,True,0
3555,83,76,2024-01-04 04:41:36,31.03,USD,approved,True,False,0
3568,31,11,2024-01-04 04:41:41,110.3,USD,declined,False,True,1
1400,60,75,2024-01-04 04:50:24,23.66,GBP,approved,False,False,0
4016,29,16,2024-01-04 04:54:04,70.71,USD,approved,False,False,0
2560,118,77,2024-01-04 05:18:35,28.47,EUR,approved,False,True,0
310,22,37,2024-01-04 05:21:16,23.74,USD,approved,False,False,0
4520,86,75,2024-01-04 05:45:25,41.41,USD,approved,False,False,0
1406,32,74,2024-01-04 06:08:32,32.85,EUR,approved,False,True,0
2105,175,23,2024-01-04 06:13:03,32.31,USD,approved,False,False,0
1214,174,27,2024-01-04 06:22:51,31.39,JPY,reversed,False,True,0
2526,65,8,2024-01-04 06:32:16,47.89,JPY,approved,False,True,0
504,174,58,2024-01-04 06:58:07,55.08,EUR,approved,False,False,0
3384,183,58,2024-01-04 07:44:47,54.15,USD,approved,False,False,0
3407,72,8,2024-01-04 07:57:27,79.99,GBP,approved,False,True,0
1618,102,48,2024-01-04 08:13:09,82.48,USD,approved,False,True,0
4768,2,28,2024-01-04 08:19:06,40.54,GBP,approved,False,True,0
455,120,25,2024-01-04 08:36:08,16.13,USD,approved,False,False,0
2250,85,54,2024-01-04 08:57:02,41.5,GBP,pending,True,True,0
4208,188,53,2024-01-04 09:36:55,53.78,GBP,approved,False,False,0
2185,127,19,2024-01-04 09:56:32,14.34,EUR,approved,False,True,0
4227,90,58,2024-01-04 10:17:58,75.55,EUR,approved,False,False,0
1049,134,15,2024-01-04 10:18:32,70.23,EUR,declined,False,True,0
3674,1,2,2024-01-04 10:31:25,112.22,USD,approved,True,True,0
2401,2,60,2024-01-04 10:53:03,10.36,USD,approved,False,True,0
1894,143,55,2024-01-04 10:57:56,28.67,USD,approved,False,False,0
3762,102,42,2024-01-04 11:35:33,15.91,USD,approved,False,False,0
274,192,38,2024-01-04 11:44:00,59.08,EUR,approved,False,False,0
3041,80,72,2024-01-04 12:05:46,46.07,USD,approved,False,False,0
4532,26,22,2024-01-04 12:06:48,19.81,EUR,declined,False,True,0
2633,183,80,2024-01-04 12:08:45,93.2,USD,approved,False,True,0
3976,139,9,2024-01-04 12:11:48,52.31,GBP,approved,True,True,0
2791,188,76,2024-01-04 12:31:17,29.47,USD,approved,False,False,0
2182,49,65,2024-01-04 12:33:02,69.59,USD,approved,True,True,0
1477,99,20,2024-01-04 13:01:16,41.97,EUR,approved,False,True,0
2032,36,61,2024-01-04 13:34:51,16.36,GBP,approved,False,True,0
3786,111,42,2024-01-04 13:35:26,38.06,USD,approved,False,True,0
2183,122,5,2024-01-04 13:52:35,29.12,USD,approved,True,False,0
1520,93,4,2024-01-04 13:54:53,71.76,USD,approved,False,False,0
1258,112,56,2024-01-04 14:51:33,29.6,USD,approved,False,False,0
771,131,27,2024-01-04 15:03:03,23.46,EUR,declined,False,False,0
2194,44,70,2024-01-04 15:03:19,123.59,EUR,reversed,False,False,1
1418,88,9,2024-01-04 15:38:32,9.54,USD,approved,False,True,0
4128,19,66,2024-01-04 15:47:46,30.85,GBP,approved,False,True,0
4688,58,35,2024-01-04 15:52:36,27.5,USD,approved,False,False,0
301,73,6,2024-01-04 16:00:12,6.89,EUR,approved,False,False,0
1093,169,15,2024-01-04 16:17:27,37.07,USD,approved,False,True,0
3549,62,8,2024-01-04 16:29:12,50.08,EUR,approved,False,True,0
1287,182,6,2024-01-04 16:35:41,20.83,USD,approved,False,False,0
2010,127,58,2024-01-04 16:44:07,41.73,EUR,approved,False,True,0
4387,53,64,2024-01-04 16:44:18,40.85,EUR,approved,False,False,0
951,19,33,2024-01-04 16:53:51,32.53,GBP,declined,False,True,0
238,87,66,2024-01-04 17:27:16,21.01,JPY,approved,True,False,0
3264,173,51,2024-01-04 17:30:57,20.1,USD,approved,True,True,1
1104,31,8,2024-01-04 18:12:49,49.08,JPY,approved,False,False,0
1444,87,65,2024-01-04 18:16:40,72.88,USD,approved,False,True,0
4563,5,53,2024-01-04 18:51:50,22.6,USD,approved,True,False,0
4971,172,16,2024-01-04 18:53:43,71.22,USD,approved,False,True,0
31,91,26,2024-01-04 18:54:29,36.37,USD,approved,False,True,0
168,34,16,2024-01-04 18:57:45,16.21,EUR,approved,False,False,0
1800,105,52,2024-01-04 19:06:12,23.45,JPY,pending,False,False,0
2195,132,60,2024-01-04 19:41:26,47.38,USD,pending,False,True,0
2744,190,17,2024-01-04 20:26:25,86.28,USD,approved,False,True,0
4331,38,9,2024-01-04 20:29:38,27.12,JPY,reversed,False,False,0
2943,153,46,2024-01-04 20:41:06,70.83,GBP,approved,False,True,0
3980,31,43,2024-01-04 21:40:05,21.03,GBP,approved,False,False,0
3068,142,44,2024-01-04 21:43:28,49.42,EUR,approved,False,True,0
120,23,3,2024-01-04 21:58:15,66.57,USD,reversed,False,False,0
2144,123,12,2024-01-04 22:07:03,91.72,EUR,approved,False,True,0
3279,199,14,2024-01-04 22:17:51,90.59,USD,approved,True,False,0
920,128,74,2024-01-04 22:37:50,33.3,USD,reversed,True,True,0
2242,133,50,2024-01-04 22:54:36,151.72,GBP,approved,False,False,0
901,1,75,2024-01-04 23:31:57,53.72,EUR,approved,False,True,0
4055,2,78,2024-01-05 00:13:39,27.82,USD,declined,False,True,0
3447,65,40,2024-01-05 00:14:13,12.06,USD,declined,False,True,1
1933,167,6,2024-01-05 00:30:51,28.47,USD,approved,False,True,0
724,24,43,2024-01-05 00:32:52,30.56,EUR,approved,False,True,0
2168,169,58,2024-01-05 00:42:38,87.49,USD,approved,False,False,0
3091,69,42,2024-01-05 00:47:20,48.15,USD,approved,True,True,0
2549,95,38,2024-01-05 01:20:44,41.5,USD,approved,True,False,0
4111,1,13,2024-01-05 01:45:41,15.92,USD,approved,False,False,0
3625,167,19,2024-01-05 02:53:14,56.15,USD,approved,False,False,0
4370,106,80,2024-01-05 03:37:23,93.21,USD,approved,False,True,0
3977,129,62,2024-01-05 03:37:49,70.56,GBP,approved,False,True,0
3003,186,22,2024-01-05 03:42:57,41.59,USD,approved,False,False,0
4663,32,8,2024-01-05 04:17:46,43.38,USD,declined,False,False,0
1492,98,45,2024-01-05 04:30:55,30.39,USD,approved,False,True,0
1204,153,16,2024-01-05 04:45:10,52.57,USD,approved,False,False,0
1296,103,57,2024-01-05 04:48:09,29.85,EUR,declined,True,False,0
3563,85,79,2024-01-05 05:01:11,24.87,USD,approved,False,False,0
1175,2,38,2024-01-05 05:07:03,14.03,EUR,declined,False,True,0
1257,45,50,2024-01-05 05:19:07,16.81,JPY,approved,False,False,0
3294,58,3,2024-01-05 05:34:21,17.53,USD,approved,False,False,0
3512,116,6,2024-01-05 05:40:57,21.0,EUR,approved,True,True,0
65,83,42,2024-01-05 05:52:13,32.72,USD,approved,False,False,0
4596,9,39,2024-01-05 06:02:07,14.64,EUR,approved,False,False,0
3459,169,33,2024-01-05 06:07:11,53.09,USD,approved,False,False,0
229,110,7,2024-01-05 06:26:49,96.57,USD,approved,False,True,0
4747,154,20,2024-01-05 06:26:58,31.83,USD,approved,False,False,0
2617,199,50,2024-01-05 06:34:04,135.39,USD,approved,False,False,0
2472,20,78,2024-01-05 06:35:48,30.63,USD,approved,False,True,1
1749,161,30,2024-01-05 06:37:22,48.99,USD,approved,False,False,0
3199,196,42,2024-01-05 06:46:30,12.9,USD,approved,False,True,0
2543,192,30,2024-01-05 06:46:54,27.38,GBP,pending,False,True,0
692,160,48,2024-01-05 06:50:32,68.97,GBP,approved,False,False,0
25,157,70,2024-01-05 07:01:28,50.7,USD,approved,False,True,1
1446,8,61,2024-01-05 07:02:39,54.11,EUR,approved,False,True,0
3695,80,37,2024-01-05 07:20:18,93.11,USD,approved,False,False,0
1624,4,75,2024-01-05 07:35:40,20.51,EUR,approved,False,False,0
635,37,62,2024-01-05 08:08:46,16.5,EUR,approved,True,False,0
1522,143,7,2024-01-05 08:11:21,34.75,USD,approved,False,False,0
418,25,14,2024-01-05 08:15:20,61.36,USD,approved,True,True,1
1374,85,59,2024-01-05 08:49:11,48.64,GBP,approved,False,False,0
4553,20,40,2024-01-05 09:20:15,41.85,EUR,declined,False,True,0
1679,185,73,2024-01-05 09:56:12,91.06,USD,approved,False,True,1
439,17,34,2024-01-05 10:02:35,192.56,EUR,approved,False,True,0
