transaction_id,user_id,merchant_id,transaction_date,amount,currency,status,fraud
923,45,42,2024-01-04 17:01:46,13.2,USD,approved,0
80,67,42,2024-01-04 18:34:51,82.25,USD,approved,0
830,3,50,2024-01-04 19:23:36,12.83,USD,approved,0
823,14,16,2024-01-04 19:24:26,64.26,USD,approved,0
819,67,7,2024-01-04 19:47:49,23.86,USD,approved,0
909,38,2,2024-01-04 19:52:03,19.49,EUR,approved,0
697,73,24,2024-01-04 20:00:03,40.43,USD,approved,0
550,69,1,2024-01-04 20:11:52,48.2,GBP,approved,0
699,6,18,2024-01-04 20:42:42,49.72,EUR,approved,0
6,86,47,2024-01-04 20:54:05,33.93,USD,approved,0
104,1,8,2024-01-04 21:08:28,16.64,GBP,approved,0
85,63,11,2024-01-04 22:31:56,75.06,GBP,declined,0
431,9,24,2024-01-04 23:14:19,61.23,USD,approved,0
761,18,20,2024-01-05 00:17:46,35.01,EUR,approved,0
207,77,26,2024-01-05 00:41:51,37.88,USD,approved,0
480,11,21,2024-01-05 00:58:41,20.47,USD,approved,0
727,73,48,2024-01-05 02:11:10,30.78,GBP,approved,0
378,75,38,2024-01-05 02:47:31,28.35,GBP,approved,0
234,76,38,2024-01-05 03:21:29,24.07,USD,approved,0
210,78,49,2024-01-05 03:35:48,21.78,USD,approved,0
108,67,46,2024-01-05 03:49:52,36.5,GBP,approved,0
736,68,40,2024-01-05 04:31:44,10.87,USD,approved,0
519,48,25,2024-01-05 07:07:54,85.2,USD,approved,1
302,83,21,2024-01-05 07:36:51,20.77,USD,approved,1
330,56,18,2024-01-05 09:44:30,60.9,USD,approved,0
889,2,4,2024-01-05 10:51:03,81.55,USD,approved,0
891,10,10,2024-01-05 10:59:15,48.96,GBP,approved,0
63,37,8,2024-01-05 11:39:04,28.78,EUR,approved,0
663,4,10,2024-01-05 11:49:36,20.38,GBP,approved,0
639,80,10,2024-01-05 12:44:35,11.19,USD,approved,0
8,70,26,2024-01-05 13:40:30,14.64,USD,approved,0
13,74,13,2024-01-05 14:17:07,32.85,GBP,approved,0
308,56,12,2024-01-05 14:32:18,54.89,EUR,approved,0
886,74,9,2024-01-05 14:35:35,18.51,EUR,approved,0
222,46,28,2024-01-05 14:51:13,17.9,USD,declined,0
249,79,17,2024-01-05 16:07:20,61.25,USD,approved,0
792,46,45,2024-01-05 16:08:43,31.48,USD,approved,0
868,84,39,2024-01-05 17:25:00,79.99,GBP,approved,0
427,87,34,2024-01-05 17:35:02,17.49,GBP,approved,0
660,29,13,2024-01-05 19:37:24,52.64,GBP,approved,0
933,26,42,2024-01-05 20:42:27,12.23,EUR,approved,0
369,3,49,2024-01-05 20:50:40,19.58,USD,approved,0
95,90,17,2024-01-05 20:56:07,14.5,EUR,approved,0
433,83,9,2024-01-05 20:59:36,16.74,USD,approved,0
720,60,26,2024-01-05 21:38:31,26.47,USD,approved,0
596,81,9,2024-01-05 23:33:54,46.99,GBP,approved,0
297,85,14,2024-01-06 00:31:17,92.39,USD,approved,0
200,97,32,2024-01-06 00:44:37,35.77,USD,approved,0
328,4,5,2024-01-06 00:57:38,12.74,USD,approved,0
940,51,11,2024-01-06 01:35:18,47.14,USD,approved,0
534,29,10,2024-01-06 02:38:44,59.09,EUR,approved,0
450,29,6,2024-01-06 03:48:41,43.0,USD,approved,0
805,74,7,2024-01-06 03:56:51,44.1,USD,approved,0
103,81,46,2024-01-06 03:57:30,20.29,USD,approved,0
51,76,26,2024-01-06 04:02:47,34.49,EUR,declined,0
931,54,5,2024-01-06 05:25:21,10.21,GBP,approved,0
370,78,32,2024-01-06 06:14:58,28.91,USD,approved,0
478,2,20,2024-01-06 06:49:10,16.49,EUR,approved,0
368,32,23,2024-01-06 06:55:47,84.38,USD,declined,0
248,42,24,2024-01-06 06:58:35,38.7,GBP,approved,0
147,4,27,2024-01-06 07:03:08,44.92,EUR,approved,0
32,23,9,2024-01-06 07:36:34,32.67,USD,approved,0
275,42,39,2024-01-06 08:02:26,24.29,GBP,approved,0
381,1,50,2024-01-06 09:17:20,23.28,GBP,declined,0
483,26,15,2024-01-06 09:48:34,15.85,EUR,approved,0
613,79,34,2024-01-06 10:39:22,10.11,USD,approved,0
926,95,7,2024-01-06 11:37:20,22.91,USD,approved,0
385,4,20,2024-01-06 12:13:09,15.09,EUR,approved,0
929,42,10,2024-01-06 13:37:51,64.97,USD,approved,0
741,82,22,2024-01-06 13:43:31,23.96,USD,approved,0
674,10,38,2024-01-06 15:04:43,40.22,GBP,approved,0
944,48,2,2024-01-06 15:17:26,21.79,GBP,approved,0
738,34,5,2024-01-06 15:42:05,33.4,USD,approved,0
810,100,48,2024-01-06 16:20:30,25.2,EUR,approved,0
71,80,34,2024-01-06 16:26:11,46.21,USD,declined,0
392,18,27,2024-01-06 18:27:23,38.04,EUR,approved,0
220,91,23,2024-01-06 18:39:55,27.98,USD,approved,0
993,20,15,2024-01-06 19:01:27,45.82,USD,approved,0
554,32,31,2024-01-06 19:06:35,32.91,USD,approved,0
861,97,37,2024-01-06 19:24:54,42.59,USD,approved,0
851,99,5,2024-01-06 20:18:56,54.37,USD,approved,0
890,28,23,2024-01-06 20:29:22,51.92,GBP,approved,0
466,97,6,2024-01-06 20:45:01,16.19,GBP,approved,0
94,39,20,2024-01-06 22:25:23,26.59,USD,approved,0
813,69,34,2024-01-06 22:30:50,48.36,USD,approved,0
745,80,11,2024-01-06 23:05:55,63.34,USD,declined,0
511,100,17,2024-01-06 23:24:04,28.75,USD,approved,0
815,78,45,2024-01-06 23:55:33,35.73,USD,approved,0
349,19,37,2024-01-07 01:03:24,33.91,USD,approved,0
900,62,17,2024-01-07 01:20:39,85.01,USD,approved,0
116,57,25,2024-01-07 01:48:58,15.53,USD,approved,0
643,86,23,2024-01-07 02:13:06,21.58,USD,declined,0
773,1,19,2024-01-07 02:28:49,15.3,EUR,declined,0
765,37,29,2024-01-07 03:13:00,17.12,USD,approved,0
496,42,22,2024-01-07 03:52:51,17.91,EUR,approved,0
870,5,39,2024-01-07 04:11:24,60.33,USD,approved,0
474,47,11,2024-01-07 05:01:45,71.96,USD,approved,0
360,75,19,2024-01-07 06:01:59,28.32,USD,approved,0
523,20,10,2024-01-07 07:10:38,33.74,EUR,approved,0
277,47,33,2024-01-07 07:11:11,14.57,EUR,approved,0
444,49,22,2024-01-07 08:50:22,30.63,USD,declined,0
470,94,4,2024-01-07 10:08:47,51.39,EUR,approved,0
734,78,44,2024-01-07 10:18:54,33.85,EUR,approved,0
602,78,37,2024-01-07 10:28:05,93.08,EUR,approved,0
665,60,27,2024-01-07 10:41:53,32.56,USD,approved,0
462,15,16,2024-01-07 10:55:42,61.32,EUR,approved,0
839,2,12,2024-01-07 11:11:19,24.42,USD,approved,0
553,83,27,2024-01-07 12:08:17,49.17,USD,approved,0
874,13,48,2024-01-07 13:28:01,32.45,GBP,approved,0
194,37,36,2024-01-07 13:34:36,26.28,USD,approved,0
358,90,7,2024-01-07 13:48:58,57.95,USD,approved,0
394,60,38,2024-01-07 14:58:28,49.56,USD,approved,0
703,17,35,2024-01-07 15:16:20,72.29,USD,approved,0
299,29,27,2024-01-07 15:48:37,17.84,EUR,approved,0
241,15,26,2024-01-07 16:59:39,16.83,GBP,approved,0
747,54,50,2024-01-07 17:43:00,25.19,USD,declined,0
914,99,39,2024-01-07 18:40:07,86.12,GBP,approved,0
315,25,46,2024-01-07 19:13:16,64.83,EUR,declined,0
968,32,24,2024-01-07 20:08:12,23.43,EUR,approved,1
936,95,9,2024-01-07 20:37:29,16.51,EUR,approved,0
175,70,1,2024-01-07 23:53:08,39.25,USD,approved,0
209,27,15,2024-01-08 00:51:23,39.22,USD,approved,0
293,96,23,2024-01-08 01:21:36,22.34,USD,approved,0
882,86,14,2024-01-08 02:10:46,29.55,GBP,approved,0
641,68,37,2024-01-08 04:25:41,38.63,USD,approved,0
182,16,47,2024-01-08 04:57:46,44.78,USD,approved,0
967,61,19,2024-01-08 05:11:34,117.23,USD,approved,1
667,51,38,2024-01-08 05:18:44,124.45,GBP,approved,0
253,19,4,2024-01-08 07:25:56,48.65,USD,approved,0
162,67,25,2024-01-08 07:49:39,34.05,USD,approved,0
487,34,9,2024-01-08 07:53:46,21.09,EUR,approved,0
687,41,22,2024-01-08 08:00:24,18.81,EUR,approved,0
751,97,47,2024-01-08 08:31:14,53.21,USD,approved,0
100,14,22,2024-01-08 09:36:35,30.34,EUR,approved,0
237,67,1,2024-01-08 11:35:43,25.04,USD,approved,0
399,29,2,2024-01-08 13:22:40,41.93,USD,approved,0
126,57,43,2024-01-08 15:40:37,12.52,USD,approved,0
608,52,30,2024-01-08 17:20:38,32.48,USD,approved,0
346,26,50,2024-01-08 17:21:55,10.46,USD,approved,0
188,39,30,2024-01-08 17:37:19,66.8,USD,approved,0
79,57,21,2024-01-08 18:08:51,18.95,EUR,approved,0
421,93,48,2024-01-08 18:10:19,51.16,EUR,approved,0
418,13,22,2024-01-08 19:19:58,98.04,USD,approved,0
895,75,7,2024-01-08 19:47:20,16.26,USD,approved,0
492,87,25,2024-01-08 22:39:40,38.37,EUR,approved,0
301,37,38,2024-01-09 00:32:09,16.35,USD,approved,0
333,31,22,2024-01-09 01:15:27,39.03,USD,approved,0
658,64,44,2024-01-09 02:38:45,35.32,EUR,approved,0
238,44,7,2024-01-09 02:51:18,137.66,EUR,approved,0
430,72,40,2024-01-09 02:54:06,45.87,USD,approved,0
577,93,28,2024-01-09 03:04:07,25.09,GBP,approved,0
106,79,10,2024-01-09 06:06:35,22.63,GBP,declined,0
955,79,49,2024-01-09 07:22:38,64.46,USD,reversed,0
45,7,36,2024-01-09 07:58:56,29.16,USD,approved,0
849,82,27,2024-01-09 09:32:40,71.85,USD,approved,0
109,48,48,2024-01-09 09:59:17,51.31,USD,approved,0
311,67,27,2024-01-09 10:00:42,25.26,GBP,approved,0
111,28,32,2024-01-09 10:23:42,33.62,USD,approved,0
871,46,3,2024-01-09 11:30:31,19.27,USD,approved,0
787,4,10,2024-01-09 11:31:27,12.82,GBP,approved,0
979,36,3,2024-01-09 11:38:56,60.18,GBP,reversed,0
110,71,3,2024-01-09 12:08:05,12.78,GBP,approved,0
706,57,43,2024-01-09 12:45:57,69.99,USD,approved,0
812,88,33,2024-01-09 13:57:14,17.21,EUR,approved,0
193,61,9,2024-01-09 14:12:58,45.69,GBP,approved,0
219,45,41,2024-01-09 14:15:43,21.42,USD,approved,0
419,30,44,2024-01-09 15:38:36,77.88,USD,approved,0
807,55,1,2024-01-09 15:55:22,47.71,USD,approved,0
398,20,33,2024-01-09 16:08:24,61.94,USD,approved,0
186,45,16,2024-01-09 16:18:37,34.19,GBP,approved,0
229,55,8,2024-01-09 16:32:24,30.42,USD,approved,0
41,17,36,2024-01-09 16:33:27,23.58,USD,approved,0
541,71,24,2024-01-09 16:38:34,25.25,EUR,approved,0
197,35,36,2024-01-09 17:18:25,41.81,GBP,approved,0
583,11,26,2024-01-09 17:40:32,104.57,USD,approved,0
255,67,33,2024-01-09 20:27:24,18.04,EUR,approved,0
273,16,47,2024-01-09 21:49:25,29.12,EUR,declined,0
833,46,30,2024-01-10 00:08:41,68.14,EUR,approved,0
467,17,32,2024-01-10 00:50:19,23.34,EUR,approved,0
997,53,28,2024-01-10 01:11:20,60.19,GBP,approved,0
776,96,7,2024-01-10 01:16:14,17.7,USD,approved,0
52,20,19,2024-01-10 01:47:08,46.01,USD,approved,0
21,51,3,2024-01-10 02:05:17,43.38,GBP,approved,0
708,58,46,2024-01-10 02:44:00,11.88,EUR,approved,0
89,77,33,2024-01-10 03:37:24,46.1,USD,approved,0
187,17,8,2024-01-10 03:52:29,30.83,EUR,approved,0
595,33,36,2024-01-10 04:05:34,41.26,USD,declined,0
127,8,43,2024-01-10 05:33:11,8.11,EUR,approved,0
309,32,21,2024-01-10 05:39:48,19.09,USD,approved,0
355,97,11,2024-01-10 06:35:54,36.68,GBP,approved,0
808,12,25,2024-01-10 07:40:15,29.12,USD,approved,0
781,88,3,2024-01-10 07:53:26,69.24,USD,approved,0
434,14,29,2024-01-10 10:37:11,9.08,EUR,approved,0
867,82,6,2024-01-10 10:57:30,8.74,USD,approved,0
167,33,2,2024-01-10 11:33:06,8.11,EUR,approved,0
272,3,6,2024-01-10 13:11:41,32.51,EUR,declined,0
16,79,42,2024-01-10 13:47:33,30.03,EUR,approved,0
484,80,6,2024-01-10 14:41:09,8.95,USD,approved,0
271,30,19,2024-01-10 14:43:56,31.36,USD,approved,0
130,64,33,2024-01-10 14:45:13,25.2,GBP,approved,0
588,10,4,2024-01-10 14:54:54,44.65,USD,approved,0
928,31,7,2024-01-10 14:55:42,49.46,USD,approved,0
552,40,43,2024-01-10 15:10:53,96.19,USD,approved,0
292,27,43,2024-01-10 15:30:46,22.84,USD,approved,0
152,29,26,2024-01-10 15:59:43,28.46,EUR,approved,0
283,68,20,2024-01-10 17:05:50,44.88,EUR,approved,0
526,32,3,2024-01-10 17:14:03,27.83,EUR,approved,0
83,17,48,2024-01-10 17:54:45,38.17,USD,approved,0
921,88,20,2024-01-10 18:25:15,28.1,USD,approved,0
307,31,13,2024-01-10 18:38:35,15.96,USD,approved,0
537,46,8,2024-01-10 18:44:36,39.74,GBP,declined,0
92,81,23,2024-01-10 19:06:49,21.44,USD,approved,0
347,100,43,2024-01-10 19:38:59,44.09,USD,approved,0
151,86,19,2024-01-10 20:14:55,39.37,USD,approved,0
576,38,16,2024-01-10 21:04:08,51.53,GBP,approved,0
69,8,17,2024-01-10 21:54:50,9.2,USD,approved,0
650,85,42,2024-01-10 22:06:56,37.59,EUR,approved,0
160,79,18,2024-01-11 00:33:36,20.99,USD,approved,0
637,24,9,2024-01-11 01:36:46,55.84,USD,approved,0
204,70,39,2024-01-11 02:00:48,97.41,GBP,approved,0
367,47,16,2024-01-11 02:49:05,55.5,USD,approved,0
323,62,28,2024-01-11 03:25:22,7.68,EUR,approved,0
461,73,40,2024-01-11 04:50:16,17.18,USD,approved,0
327,24,34,2024-01-11 06:23:14,64.43,EUR,approved,0
491,94,14,2024-01-11 06:25:32,34.26,USD,approved,0
74,13,27,2024-01-11 06:30:03,16.46,USD,approved,0
30,45,17,2024-01-11 06:45:13,36.86,USD,approved,0
485,47,21,2024-01-11 07:32:49,26.37,GBP,approved,0
740,90,11,2024-01-11 07:46:53,20.33,USD,approved,0
590,85,2,2024-01-11 08:55:34,16.88,EUR,approved,0
998,37,50,2024-01-11 10:19:30,23.04,EUR,approved,0
910,10,48,2024-01-11 10:29:18,53.16,USD,approved,1
425,42,13,2024-01-11 10:56:23,9.93,USD,approved,0
585,41,32,2024-01-11 12:18:20,14.48,USD,approved,0
282,49,37,2024-01-11 14:24:11,80.35,USD,approved,0
885,82,31,2024-01-11 15:50:45,53.9,EUR,approved,0
490,61,26,2024-01-11 17:18:22,110.01,EUR,approved,0
562,5,13,2024-01-11 18:14:39,20.61,GBP,approved,0
759,13,29,2024-01-11 19:04:00,22.43,EUR,approved,0
486,24,44,2024-01-11 19:44:46,11.23,USD,approved,0
53,37,26,2024-01-11 20:03:13,56.68,USD,approved,0
850,61,9,2024-01-11 20:21:04,38.74,USD,declined,0
827,69,6,2024-01-11 20:36:46,50.32,USD,approved,0
441,98,39,2024-01-11 20:52:23,23.74,USD,approved,0
191,69,21,2024-01-11 21:01:33,24.44,EUR,approved,0
145,100,17,2024-01-11 21:02:41,27.46,USD,approved,0
893,53,44,2024-01-11 22:19:48,32.38,USD,declined,0
763,95,1,2024-01-11 22:23:44,34.87,USD,approved,0
201,37,44,2024-01-11 23:31:09,138.68,GBP,approved,0
56,5,50,2024-01-11 23:45:41,37.57,GBP,approved,0
356,100,25,2024-01-12 00:53:28,25.1,USD,approved,0
279,7,1,2024-01-12 01:29:25,20.25,EUR,approved,0
767,62,26,2024-01-12 01:55:37,36.25,EUR,approved,0
587,69,42,2024-01-12 02:16:08,49.22,GBP,approved,0
696,26,35,2024-01-12 02:23:19,47.49,USD,approved,0
407,44,18,2024-01-12 03:08:41,29.21,GBP,approved,0
415,2,30,2024-01-12 03:51:47,17.48,USD,approved,0
654,81,30,2024-01-12 04:36:13,37.31,USD,approved,0
680,94,26,2024-01-12 05:36:50,70.49,EUR,approved,0
724,12,37,2024-01-12 07:14:54,18.15,USD,approved,0
920,64,27,2024-01-12 08:22:59,31.44,USD,approved,0
592,91,18,2024-01-12 08:35:12,15.88,EUR,approved,0
569,65,46,2024-01-12 08:54:49,37.46,EUR,approved,0
544,18,29,2024-01-12 10:07:38,38.52,USD,declined,0
875,70,21,2024-01-12 12:09:03,24.66,USD,approved,0
581,10,15,2024-01-12 12:15:32,57.6,USD,approved,0
405,50,9,2024-01-12 12:26:51,39.41,USD,approved,0
428,81,46,2024-01-12 13:27:57,37.33,USD,approved,0
848,6,28,2024-01-12 14:09:57,33.38,USD,approved,0
835,86,21,2024-01-12 15:24:12,66.62,EUR,approved,0
779,28,16,2024-01-12 15:52:11,19.27,USD,approved,0
600,65,36,2024-01-12 16:08:58,17.19,EUR,approved,0
683,96,2,2024-01-12 16:35:27,167.74,USD,approved,0
216,28,6,2024-01-12 16:50:42,12.57,GBP,approved,0
574,5,41,2024-01-12 17:52:27,26.1,USD,approved,0
852,81,13,2024-01-12 17:53:05,39.16,USD,approved,0
622,48,1,2024-01-12 18:35:20,41.77,EUR,approved,0
384,25,45,2024-01-12 18:54:03,13.48,USD,approved,0
12,98,40,2024-01-12 18:54:27,65.04,USD,approved,0
59,75,22,2024-01-12 19:50:22,27.41,EUR,approved,0
342,30,7,2024-01-12 20:01:36,43.18,GBP,approved,0
291,81,12,2024-01-12 20:09:49,20.81,USD,approved,0
800,45,27,2024-01-12 22:00:28,46.09,EUR,approved,0
3,66,28,2024-01-12 22:12:54,19.84,USD,approved,0
546,6,30,2024-01-12 22:13:04,64.95,USD,approved,0
374,38,22,2024-01-12 22:55:29,42.47,GBP,approved,0
134,56,39,2024-01-12 23:46:00,21.38,EUR,approved,0
140,44,27,2024-01-13 00:02:39,17.45,EUR,approved,0
225,73,21,2024-01-13 00:46:43,22.56,EUR,approved,0
524,83,8,2024-01-13 00:54:38,28.47,USD,approved,0
73,47,38,2024-01-13 01:57:14,59.67,USD,approved,0
163,41,43,2024-01-13 02:02:09,52.31,USD,approved,0
60,69,16,2024-01-13 02:15:39,10.37,EUR,approved,0
746,37,49,2024-01-13 03:35:44,27.75,USD,approved,0
915,60,17,2024-01-13 05:09:11,26.77,GBP,approved,0
509,27,44,2024-01-13 05:16:26,25.58,USD,approved,0
76,48,9,2024-01-13 05:52:22,18.62,USD,approved,0
564,19,46,2024-01-13 06:14:31,31.76,EUR,approved,0
192,64,14,2024-01-13 07:11:14,71.07,USD,approved,0
357,16,18,2024-01-13 08:20:41,49.33,EUR,approved,0
17,52,20,2024-01-13 10:02:04,116.47,EUR,approved,0
473,44,23,2024-01-13 10:37:01,19.73,USD,approved,0
749,32,41,2024-01-13 10:43:47,47.78,USD,approved,0
290,48,32,2024-01-13 11:59:58,56.58,USD,approved,0
698,60,8,2024-01-13 12:41:09,20.38,EUR,approved,0
420,51,24,2024-01-13 13:25:56,12.48,GBP,approved,0
495,29,21,2024-01-13 13:27:29,37.68,USD,approved,0
70,47,1,2024-01-13 13:53:48,47.96,USD,approved,0
962,41,50,2024-01-13 15:40:17,27.98,USD,approved,0
476,79,16,2024-01-13 16:22:06,86.71,EUR,reversed,1
224,21,33,2024-01-13 16:24:58,69.2,USD,approved,1
925,25,19,2024-01-13 16:34:18,49.92,USD,approved,0
341,64,27,2024-01-13 16:50:21,32.34,EUR,approved,0
250,5,49,2024-01-13 16:55:00,30.01,USD,approved,0
276,49,36,2024-01-13 17:50:21,57.33,USD,approved,0
694,95,20,2024-01-13 17:59:06,17.37,USD,approved,0
990,79,47,2024-01-13 20:16:56,54.13,EUR,approved,0
760,73,30,2024-01-13 20:53:55,13.58,EUR,approved,0
762,56,21,2024-01-13 22:22:29,20.88,EUR,approved,0
566,24,23,2024-01-13 22:41:37,13.69,USD,approved,0
717,52,33,2024-01-14 00:12:03,44.2,USD,declined,0
7,9,43,2024-01-14 00:31:20,15.3,USD,approved,0
661,18,31,2024-01-14 01:00:25,46.2,EUR,approved,0
934,65,48,2024-01-14 01:01:37,39.86,EUR,approved,0
999,97,15,2024-01-14 01:10:54,10.96,GBP,approved,0
318,73,30,2024-01-14 02:08:52,37.58,USD,approved,0
954,43,24,2024-01-14 02:24:02,13.95,USD,approved,0
916,46,26,2024-01-14 03:14:45,7.66,EUR,approved,0
841,29,22,2024-01-14 03:19:14,24.68,USD,approved,0
565,89,28,2024-01-14 04:34:40,14.88,EUR,approved,0
